Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"Sun, Dec 18, 2022",5:00p,New York Knicks,109,Indiana Pacers,106,"14,513",Gainbridge Fieldhouse,Regular Season
"Sun, Dec 18, 2022",6:00p,Brooklyn Nets,124,Detroit Pistons,121,"19,488",Little Caesars Arena,Regular Season
"Sun, Dec 18, 2022",6:00p,Golden State Warriors,126,Toronto Raptors,110,"19,800",Scotiabank Arena,Regular Season
"Sun, Dec 18, 2022",7:00p,Chicago Bulls,126,Minnesota Timberwolves,150,"16,294",Target Center,Regular Season
"Sun, Dec 18, 2022",8:00p,Charlotte Hornets,115,Denver Nuggets,119,"19,235",Ball Arena,Regular Season
"Sun, Dec 18, 2022",9:30p,Washington Wizards,117,Los Angeles Lakers,119,"18,153",Crypto.com Arena,Regular Season
"Mon, Dec 19, 2022",7:00p,Utah Jazz,99,Cleveland Cavaliers,122,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Mon, Dec 19, 2022",7:00p,Toronto Raptors,101,Philadelphia 76ers,104,"20,408",Wells Fargo Center,Regular Season
"Mon, Dec 19, 2022",7:30p,Orlando Magic,125,Atlanta Hawks,126,"17,809",State Farm Arena,Regular Season
"Mon, Dec 19, 2022",8:00p,San Antonio Spurs,124,Houston Rockets,105,"15,928",Toyota Center,Regular Season
"Mon, Dec 19, 2022",8:00p,Dallas Mavericks,106,Minnesota Timberwolves,116,"16,627",Target Center,Regular Season
"Mon, Dec 19, 2022",8:00p,Milwaukee Bucks,128,New Orleans Pelicans,119,"18,271",Smoothie King Center,Regular Season
"Mon, Dec 19, 2022",8:00p,Portland Trail Blazers,121,Oklahoma City Thunder,123,"14,672",Paycom Center,Regular Season
"Mon, Dec 19, 2022",9:00p,Los Angeles Lakers,104,Phoenix Suns,130,"17,071",Footprint Center,Regular Season
"Mon, Dec 19, 2022",10:00p,Charlotte Hornets,125,Sacramento Kings,119,"17,803",Golden 1 Center,Regular Season
"Tue, Dec 20, 2022",7:00p,Utah Jazz,126,Detroit Pistons,111,"15,622",Little Caesars Arena,Regular Season
"Tue, Dec 20, 2022",7:30p,Chicago Bulls,113,Miami Heat,103,"19,969",Kaseya Center,Regular Season
"Tue, Dec 20, 2022",7:30p,Golden State Warriors,94,New York Knicks,132,"19,812",Madison Square Garden (IV),Regular Season
"Tue, Dec 20, 2022",9:00p,Washington Wizards,113,Phoenix Suns,110,"17,071",Footprint Center,Regular Season
"Tue, Dec 20, 2022",10:00p,Memphis Grizzlies,91,Denver Nuggets,105,"19,605",Ball Arena,Regular Season
"Wed, Dec 21, 2022",7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,114,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Wed, Dec 21, 2022",7:00p,Detroit Pistons,93,Philadelphia 76ers,113,"20,615",Wells Fargo Center,Regular Season
"Wed, Dec 21, 2022",7:30p,Chicago Bulls,110,Atlanta Hawks,108,"17,226",State Farm Arena,Regular Season
"Wed, Dec 21, 2022",7:30p,Indiana Pacers,117,Boston Celtics,112,"19,156",TD Garden,Regular Season
"Wed, Dec 21, 2022",7:30p,Golden State Warriors,113,Brooklyn Nets,143,"18,026",Barclays Center,Regular Season
"Wed, Dec 21, 2022",7:30p,Toronto Raptors,113,New York Knicks,106,"19,294",Madison Square Garden (IV),Regular Season
"Wed, Dec 21, 2022",8:00p,Orlando Magic,116,Houston Rockets,110,"15,965",Toyota Center,Regular Season
"Wed, Dec 21, 2022",8:00p,Dallas Mavericks,104,Minnesota Timberwolves,99,"16,164",Target Center,Regular Season
"Wed, Dec 21, 2022",8:00p,Portland Trail Blazers,98,Oklahoma City Thunder,101,"15,107",Paycom Center,Regular Season
"Wed, Dec 21, 2022",10:00p,Los Angeles Lakers,120,Sacramento Kings,134,"17,611",Golden 1 Center,Regular Season
"Wed, Dec 21, 2022",10:30p,Charlotte Hornets,105,Los Angeles Clippers,126,"19,068",Crypto.com Arena,Regular Season
"Thu, Dec 22, 2022",8:00p,San Antonio Spurs,117,New Orleans Pelicans,126,"16,417",Smoothie King Center,Regular Season
"Thu, Dec 22, 2022",9:00p,Washington Wizards,112,Utah Jazz,120,"18,206",Vivint Arena,Regular Season
"Fri, Dec 23, 2022",7:00p,San Antonio Spurs,113,Orlando Magic,133,"18,425",Amway Center,Regular Season
"Fri, Dec 23, 2022",7:00p,Los Angeles Clippers,114,Philadelphia 76ers,119,"19,996",Wells Fargo Center,Regular Season
"Fri, Dec 23, 2022",7:30p,Detroit Pistons,105,Atlanta Hawks,130,"17,028",State Farm Arena,Regular Season
"Fri, Dec 23, 2022",7:30p,Minnesota Timberwolves,109,Boston Celtics,121,"19,156",TD Garden,Regular Season
"Fri, Dec 23, 2022",7:30p,Milwaukee Bucks,100,Brooklyn Nets,118,"18,169",Barclays Center,Regular Season
"Fri, Dec 23, 2022",7:30p,Toronto Raptors,118,Cleveland Cavaliers,107,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Fri, Dec 23, 2022",7:30p,Chicago Bulls,118,New York Knicks,117,"19,812",Madison Square Garden (IV),Regular Season
"Fri, Dec 23, 2022",8:00p,Dallas Mavericks,112,Houston Rockets,106,"16,989",Toyota Center,Regular Season
"Fri, Dec 23, 2022",8:00p,Indiana Pacers,111,Miami Heat,108,"19,600",Kaseya Center,Regular Season
"Fri, Dec 23, 2022",8:00p,New Orleans Pelicans,128,Oklahoma City Thunder,125,"15,214",Paycom Center,Regular Season
"Fri, Dec 23, 2022",9:00p,Portland Trail Blazers,107,Denver Nuggets,120,"19,619",Ball Arena,Regular Season
"Fri, Dec 23, 2022",10:00p,Memphis Grizzlies,125,Phoenix Suns,100,"17,071",Footprint Center,Regular Season
"Fri, Dec 23, 2022",10:00p,Washington Wizards,125,Sacramento Kings,111,"17,894",Golden 1 Center,Regular Season
"Fri, Dec 23, 2022",10:30p,Charlotte Hornets,134,Los Angeles Lakers,130,"18,997",Crypto.com Arena,Regular Season
"Sun, Dec 25, 2022",12:00p,Philadelphia 76ers,119,New York Knicks,112,"19,812",Madison Square Garden (IV),Regular Season
"Sun, Dec 25, 2022",2:30p,Los Angeles Lakers,115,Dallas Mavericks,124,"20,441",American Airlines Center,Regular Season
"Sun, Dec 25, 2022",5:00p,Milwaukee Bucks,118,Boston Celtics,139,"19,156",TD Garden,Regular Season
"Sun, Dec 25, 2022",8:00p,Memphis Grizzlies,109,Golden State Warriors,123,"18,064",Chase Center,Regular Season
"Sun, Dec 25, 2022",10:30p,Phoenix Suns,125,Denver Nuggets,128,"19,642",Ball Arena,Regular Season
"Mon, Dec 26, 2022",7:00p,Brooklyn Nets,125,Cleveland Cavaliers,117,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Mon, Dec 26, 2022",7:00p,Los Angeles Clippers,142,Detroit Pistons,131,"20,190",Little Caesars Arena,Regular Season
"Mon, Dec 26, 2022",7:30p,Minnesota Timberwolves,110,Miami Heat,113,"19,911",Kaseya Center,Regular Season
"Mon, Dec 26, 2022",8:00p,Houston Rockets,133,Chicago Bulls,118,"21,561",United Center,Regular Season
"Mon, Dec 26, 2022",8:00p,Indiana Pacers,93,New Orleans Pelicans,113,"18,636",Smoothie King Center,Regular Season
"Mon, Dec 26, 2022",8:00p,Utah Jazz,122,San Antonio Spurs,126,"16,351",AT&T Center,Regular Season
"Mon, Dec 26, 2022",10:00p,Charlotte Hornets,113,Portland Trail Blazers,124,"19,530",Moda Center,Regular Season
"Tue, Dec 27, 2022",7:00p,Los Angeles Lakers,129,Orlando Magic,110,"19,482",Amway Center,Regular Season
"Tue, Dec 27, 2022",7:00p,Philadelphia 76ers,111,Washington Wizards,116,"20,476",Capital One Arena,Regular Season
"Tue, Dec 27, 2022",7:30p,Houston Rockets,102,Boston Celtics,126,"19,156",TD Garden,Regular Season
"Tue, Dec 27, 2022",7:30p,Atlanta Hawks,114,Indiana Pacers,129,"16,738",Gainbridge Fieldhouse,Regular Season
"Tue, Dec 27, 2022",7:30p,Los Angeles Clippers,124,Toronto Raptors,113,"19,800",Scotiabank Arena,Regular Season
"Tue, Dec 27, 2022",8:00p,Phoenix Suns,125,Memphis Grizzlies,108,"18,239",FedEx Forum,Regular Season
"Tue, Dec 27, 2022",8:00p,San Antonio Spurs,114,Oklahoma City Thunder,130,"16,229",Paycom Center,Regular Season
"Tue, Dec 27, 2022",8:30p,New York Knicks,121,Dallas Mavericks,126,"20,377",American Airlines Center,Regular Season
"Tue, Dec 27, 2022",10:00p,Charlotte Hornets,105,Golden State Warriors,110,"18,064",Chase Center,Regular Season
"Tue, Dec 27, 2022",10:00p,Denver Nuggets,113,Sacramento Kings,106,"17,937",Golden 1 Center,Regular Season
"Wed, Dec 28, 2022",7:00p,Orlando Magic,101,Detroit Pistons,121,"20,190",Little Caesars Arena,Regular Season
"Wed, Dec 28, 2022",7:00p,Phoenix Suns,102,Washington Wizards,127,"20,476",Capital One Arena,Regular Season
"Wed, Dec 28, 2022",7:30p,Brooklyn Nets,108,Atlanta Hawks,107,"18,030",State Farm Arena,Regular Season
"Wed, Dec 28, 2022",7:30p,Los Angeles Lakers,98,Miami Heat,112,"20,221",Kaseya Center,Regular Season
"Wed, Dec 28, 2022",8:00p,Milwaukee Bucks,113,Chicago Bulls,119,"21,537",United Center,Regular Season
"Wed, Dec 28, 2022",8:00p,Minnesota Timberwolves,118,New Orleans Pelicans,119,"18,669",Smoothie King Center,Regular Season
"Wed, Dec 28, 2022",10:00p,Utah Jazz,107,Golden State Warriors,112,"18,064",Chase Center,Regular Season
"Wed, Dec 28, 2022",10:00p,Denver Nuggets,126,Sacramento Kings,127,"17,985",Golden 1 Center,Regular Season
"Thu, Dec 29, 2022",7:00p,Oklahoma City Thunder,113,Charlotte Hornets,121,"19,425",Spectrum Center,Regular Season
"Thu, Dec 29, 2022",7:00p,Cleveland Cavaliers,126,Indiana Pacers,135,"17,274",Gainbridge Fieldhouse,Regular Season
"Thu, Dec 29, 2022",7:30p,Los Angeles Clippers,110,Boston Celtics,116,"19,156",TD Garden,Regular Season
"Thu, Dec 29, 2022",7:30p,Memphis Grizzlies,119,Toronto Raptors,106,"19,800",Scotiabank Arena,Regular Season
"Thu, Dec 29, 2022",8:00p,New York Knicks,115,San Antonio Spurs,122,"18,354",AT&T Center,Regular Season
"Thu, Dec 29, 2022",8:30p,Houston Rockets,114,Dallas Mavericks,129,"20,307",American Airlines Center,Regular Season
"Fri, Dec 30, 2022",7:00p,Washington Wizards,119,Orlando Magic,100,"19,040",Amway Center,Regular Season
"Fri, Dec 30, 2022",7:30p,Los Angeles Lakers,130,Atlanta Hawks,121,"17,984",State Farm Arena,Regular Season
"Fri, Dec 30, 2022",7:30p,Phoenix Suns,104,Toronto Raptors,113,"19,800",Scotiabank Arena,Regular Season
"Fri, Dec 30, 2022",8:00p,Detroit Pistons,118,Chicago Bulls,132,"21,667",United Center,Regular Season
"Fri, Dec 30, 2022",8:00p,Minnesota Timberwolves,114,Milwaukee Bucks,123,"18,018",Fiserv Forum,Regular Season
"Fri, Dec 30, 2022",8:30p,Philadelphia 76ers,116,New Orleans Pelicans,127,"18,656",Smoothie King Center,Regular Season
"Fri, Dec 30, 2022",9:00p,Miami Heat,119,Denver Nuggets,124,"19,638",Ball Arena,Regular Season
"Fri, Dec 30, 2022",10:00p,Portland Trail Blazers,112,Golden State Warriors,118,"18,064",Chase Center,Regular Season
"Fri, Dec 30, 2022",10:00p,Utah Jazz,125,Sacramento Kings,126,"17,946",Golden 1 Center,Regular Season
"Sat, Dec 31, 2022",3:00p,Los Angeles Clippers,130,Indiana Pacers,131,"16,731",Gainbridge Fieldhouse,Regular Season
"Sat, Dec 31, 2022",7:00p,Cleveland Cavaliers,103,Chicago Bulls,102,"21,524",United Center,Regular Season
"Sat, Dec 31, 2022",7:00p,Brooklyn Nets,123,Charlotte Hornets,106,"19,386",Spectrum Center,Regular Season
"Sat, Dec 31, 2022",7:00p,New York Knicks,108,Houston Rockets,88,"18,055",Toyota Center,Regular Season
"Sat, Dec 31, 2022",7:00p,Dallas Mavericks,126,San Antonio Spurs,125,"18,354",AT&T Center,Regular Season
"Sat, Dec 31, 2022",8:00p,New Orleans Pelicans,101,Memphis Grizzlies,116,"17,951",FedEx Forum,Regular Season
"Sat, Dec 31, 2022",8:00p,Detroit Pistons,116,Minnesota Timberwolves,104,"16,233",Target Center,Regular Season
"Sat, Dec 31, 2022",8:00p,Philadelphia 76ers,115,Oklahoma City Thunder,96,"17,147",Paycom Center,Regular Season
"Sat, Dec 31, 2022",9:00p,Miami Heat,126,Utah Jazz,123,"18,206",Vivint Arena,Regular Season
"Sun, Jan 1, 2023",8:00p,Boston Celtics,111,Denver Nuggets,123,"19,641",Ball Arena,Regular Season
"Sun, Jan 1, 2023",8:00p,Sacramento Kings,108,Memphis Grizzlies,118,"17,794",FedEx Forum,Regular Season
"Sun, Jan 1, 2023",8:00p,Washington Wizards,118,Milwaukee Bucks,95,"17,341",Fiserv Forum,Regular Season
"Mon, Jan 2, 2023",3:00p,Phoenix Suns,83,New York Knicks,102,"19,812",Madison Square Garden (IV),Regular Season
"Mon, Jan 2, 2023",7:00p,Los Angeles Lakers,121,Charlotte Hornets,115,"19,210",Spectrum Center,Regular Season
"Mon, Jan 2, 2023",7:00p,Chicago Bulls,134,Cleveland Cavaliers,145,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Mon, Jan 2, 2023",7:00p,Toronto Raptors,114,Indiana Pacers,122,"14,054",Gainbridge Fieldhouse,Regular Season
"Mon, Jan 2, 2023",7:00p,New Orleans Pelicans,111,Philadelphia 76ers,120,"20,531",Wells Fargo Center,Regular Season
"Mon, Jan 2, 2023",7:30p,San Antonio Spurs,103,Brooklyn Nets,139,"18,224",Barclays Center,Regular Season
"Mon, Jan 2, 2023",8:00p,Dallas Mavericks,111,Houston Rockets,106,"18,055",Toyota Center,Regular Season
"Mon, Jan 2, 2023",8:00p,Denver Nuggets,111,Minnesota Timberwolves,124,"15,962",Target Center,Regular Season
"Mon, Jan 2, 2023",10:00p,Atlanta Hawks,141,Golden State Warriors,143,"18,064",Chase Center,Regular Season
"Mon, Jan 2, 2023",10:00p,Detroit Pistons,106,Portland Trail Blazers,135,"19,393",Moda Center,Regular Season
"Mon, Jan 2, 2023",10:30p,Miami Heat,110,Los Angeles Clippers,100,"19,068",Crypto.com Arena,Regular Season
"Tue, Jan 3, 2023",8:00p,Washington Wizards,113,Milwaukee Bucks,123,"17,341",Fiserv Forum,Regular Season
"Tue, Jan 3, 2023",8:00p,Boston Celtics,117,Oklahoma City Thunder,150,"16,778",Paycom Center,Regular Season
"Tue, Jan 3, 2023",9:00p,Sacramento Kings,117,Utah Jazz,115,"18,206",Vivint Arena,Regular Season
"Wed, Jan 4, 2023",7:00p,Memphis Grizzlies,131,Charlotte Hornets,107,"19,249",Spectrum Center,Regular Season
"Wed, Jan 4, 2023",7:00p,Phoenix Suns,88,Cleveland Cavaliers,90,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Wed, Jan 4, 2023",7:00p,Oklahoma City Thunder,115,Orlando Magic,126,"18,925",Amway Center,Regular Season
"Wed, Jan 4, 2023",7:00p,Indiana Pacers,126,Philadelphia 76ers,129,"20,033",Wells Fargo Center,Regular Season
"Wed, Jan 4, 2023",7:30p,San Antonio Spurs,114,New York Knicks,117,"19,812",Madison Square Garden (IV),Regular Season
"Wed, Jan 4, 2023",7:30p,Milwaukee Bucks,104,Toronto Raptors,101,"19,800",Scotiabank Arena,Regular Season
"Wed, Jan 4, 2023",8:00p,Brooklyn Nets,112,Chicago Bulls,121,"21,418",United Center,Regular Season
"Wed, Jan 4, 2023",8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,113,"15,434",Target Center,Regular Season
"Wed, Jan 4, 2023",8:00p,Houston Rockets,108,New Orleans Pelicans,119,"17,295",Smoothie King Center,Regular Season
"Wed, Jan 4, 2023",10:00p,Detroit Pistons,122,Golden State Warriors,119,"18,064",Chase Center,Regular Season
"Wed, Jan 4, 2023",10:00p,Miami Heat,109,Los Angeles Lakers,112,"18,997",Crypto.com Arena,Regular Season
"Wed, Jan 4, 2023",10:00p,Atlanta Hawks,120,Sacramento Kings,117,"17,611",Golden 1 Center,Regular Season
"Thu, Jan 5, 2023",7:00p,Memphis Grizzlies,123,Orlando Magic,115,"19,184",Amway Center,Regular Season
"Thu, Jan 5, 2023",7:30p,Boston Celtics,124,Dallas Mavericks,95,"20,413",American Airlines Center,Regular Season
"Thu, Jan 5, 2023",8:00p,Utah Jazz,131,Houston Rockets,114,"16,320",Toyota Center,Regular Season
"Thu, Jan 5, 2023",10:00p,Los Angeles Clippers,91,Denver Nuggets,122,"19,087",Ball Arena,Regular Season
"Fri, Jan 6, 2023",7:00p,Portland Trail Blazers,99,Indiana Pacers,108,"16,548",Gainbridge Fieldhouse,Regular Season
"Fri, Jan 6, 2023",7:00p,Chicago Bulls,126,Philadelphia 76ers,112,"20,766",Wells Fargo Center,Regular Season
"Fri, Jan 6, 2023",7:30p,Brooklyn Nets,108,New Orleans Pelicans,102,"18,636",Smoothie King Center,Regular Season
"Fri, Jan 6, 2023",7:30p,New York Knicks,112,Toronto Raptors,108,"19,800",Scotiabank Arena,Regular Season
"Fri, Jan 6, 2023",8:00p,Charlotte Hornets,138,Milwaukee Bucks,109,"17,627",Fiserv Forum,Regular Season
"Fri, Jan 6, 2023",8:00p,Washington Wizards,110,Oklahoma City Thunder,127,"14,790",Paycom Center,Regular Season
"Fri, Jan 6, 2023",8:00p,Detroit Pistons,109,San Antonio Spurs,121,"13,107",AT&T Center,Regular Season
"Fri, Jan 6, 2023",9:00p,Cleveland Cavaliers,108,Denver Nuggets,121,"19,638",Ball Arena,Regular Season
"Fri, Jan 6, 2023",9:00p,Los Angeles Clippers,115,Minnesota Timberwolves,128,"17,136",Target Center,Regular Season
"Fri, Jan 6, 2023",10:00p,Miami Heat,104,Phoenix Suns,96,"17,071",Footprint Center,Regular Season
"Fri, Jan 6, 2023",10:30p,Atlanta Hawks,114,Los Angeles Lakers,130,"18,997",Crypto.com Arena,Regular Season
"Sat, Jan 7, 2023",6:00p,Boston Celtics,121,San Antonio Spurs,116,"18,354",AT&T Center,Regular Season
"Sat, Jan 7, 2023",8:00p,Utah Jazz,118,Chicago Bulls,126,"21,694",United Center,Regular Season
"Sat, Jan 7, 2023",8:00p,New Orleans Pelicans,117,Dallas Mavericks,127,"20,300",American Airlines Center,Regular Season
"Sat, Jan 7, 2023",8:30p,Orlando Magic,115,Golden State Warriors,101,"18,064",Chase Center,Regular Season
"Sat, Jan 7, 2023",10:00p,Los Angeles Lakers,136,Sacramento Kings,134,"17,611",Golden 1 Center,Regular Season
"Sun, Jan 8, 2023",3:00p,Philadelphia 76ers,123,Detroit Pistons,111,"18,898",Little Caesars Arena,Regular Season
"Sun, Jan 8, 2023",3:30p,Portland Trail Blazers,105,Toronto Raptors,117,"19,800",Scotiabank Arena,Regular Season
"Sun, Jan 8, 2023",5:00p,Charlotte Hornets,111,Indiana Pacers,116,"15,805",Gainbridge Fieldhouse,Regular Season
"Sun, Jan 8, 2023",6:00p,Utah Jazz,118,Memphis Grizzlies,123,"17,794",FedEx Forum,Regular Season
"Sun, Jan 8, 2023",6:00p,Brooklyn Nets,102,Miami Heat,101,"19,901",Kaseya Center,Regular Season
"Sun, Jan 8, 2023",7:00p,Minnesota Timberwolves,104,Houston Rockets,96,"18,055",Toyota Center,Regular Season
"Sun, Jan 8, 2023",7:00p,Dallas Mavericks,109,Oklahoma City Thunder,120,"16,317",Paycom Center,Regular Season
"Sun, Jan 8, 2023",8:00p,Cleveland Cavaliers,112,Phoenix Suns,98,"17,071",Footprint Center,Regular Season
"Sun, Jan 8, 2023",9:00p,Atlanta Hawks,112,Los Angeles Clippers,108,"19,068",Crypto.com Arena,Regular Season
"Mon, Jan 9, 2023",7:00p,New Orleans Pelicans,132,Washington Wizards,112,"16,223",Capital One Arena,Regular Season
"Mon, Jan 9, 2023",7:30p,Chicago Bulls,99,Boston Celtics,107,"19,156",TD Garden,Regular Season
"Mon, Jan 9, 2023",7:30p,Milwaukee Bucks,111,New York Knicks,107,"18,167",Madison Square Garden (IV),Regular Season
"Mon, Jan 9, 2023",8:00p,San Antonio Spurs,113,Memphis Grizzlies,121,"16,013",FedEx Forum,Regular Season
"Mon, Jan 9, 2023",9:00p,Los Angeles Lakers,109,Denver Nuggets,122,"19,609",Ball Arena,Regular Season
"Mon, Jan 9, 2023",10:00p,Orlando Magic,111,Sacramento Kings,136,"16,499",Golden 1 Center,Regular Season
"Tue, Jan 10, 2023",7:00p,Detroit Pistons,116,Philadelphia 76ers,147,"20,221",Wells Fargo Center,Regular Season
"Tue, Jan 10, 2023",7:30p,Oklahoma City Thunder,111,Miami Heat,112,"19,600",Kaseya Center,Regular Season
"Tue, Jan 10, 2023",7:30p,Charlotte Hornets,120,Toronto Raptors,132,"19,800",Scotiabank Arena,Regular Season
"Tue, Jan 10, 2023",9:00p,Cleveland Cavaliers,114,Utah Jazz,116,"18,206",Vivint Arena,Regular Season
"Tue, Jan 10, 2023",10:00p,Phoenix Suns,125,Golden State Warriors,113,"18,064",Chase Center,Regular Season
"Tue, Jan 10, 2023",10:00p,Orlando Magic,109,Portland Trail Blazers,106,"18,176",Moda Center,Regular Season
"Tue, Jan 10, 2023",10:30p,Dallas Mavericks,101,Los Angeles Clippers,113,"15,828",Crypto.com Arena,Regular Season
"Wed, Jan 11, 2023",7:00p,Minnesota Timberwolves,118,Detroit Pistons,135,"15,906",Little Caesars Arena,Regular Season
"Wed, Jan 11, 2023",7:00p,Chicago Bulls,97,Washington Wizards,100,"17,032",Capital One Arena,Regular Season
"Wed, Jan 11, 2023",7:30p,Milwaukee Bucks,114,Atlanta Hawks,105,"17,154",State Farm Arena,Regular Season
"Wed, Jan 11, 2023",7:30p,New Orleans Pelicans,114,Boston Celtics,125,"19,156",TD Garden,Regular Season
"Wed, Jan 11, 2023",7:30p,Indiana Pacers,113,New York Knicks,119,"18,249",Madison Square Garden (IV),Regular Season
"Wed, Jan 11, 2023",8:00p,San Antonio Spurs,129,Memphis Grizzlies,135,"16,454",FedEx Forum,Regular Season
"Wed, Jan 11, 2023",10:00p,Phoenix Suns,97,Denver Nuggets,126,"18,872",Ball Arena,Regular Season
"Wed, Jan 11, 2023",10:00p,Houston Rockets,115,Sacramento Kings,135,"16,057",Golden 1 Center,Regular Season
"Thu, Jan 12, 2023",7:00p,Oklahoma City Thunder,133,Philadelphia 76ers,114,"20,892",Wells Fargo Center,Regular Season
"Thu, Jan 12, 2023",7:30p,Boston Celtics,109,Brooklyn Nets,98,"18,125",Barclays Center,Regular Season
"Thu, Jan 12, 2023",7:30p,Milwaukee Bucks,102,Miami Heat,108,"19,600",Kaseya Center,Regular Season
"Thu, Jan 12, 2023",7:30p,Charlotte Hornets,114,Toronto Raptors,124,"19,800",Scotiabank Arena,Regular Season
"Thu, Jan 12, 2023",10:00p,Dallas Mavericks,119,Los Angeles Lakers,115,"18,997",Crypto.com Arena,Regular Season
"Thu, Jan 12, 2023",10:00p,Cleveland Cavaliers,119,Portland Trail Blazers,113,"18,105",Moda Center,Regular Season
"Fri, Jan 13, 2023",7:00p,New Orleans Pelicans,116,Detroit Pistons,110,"18,989",Little Caesars Arena,Regular Season
"Fri, Jan 13, 2023",7:00p,Atlanta Hawks,113,Indiana Pacers,111,"16,071",Gainbridge Fieldhouse,Regular Season
"Fri, Jan 13, 2023",7:00p,New York Knicks,112,Washington Wizards,108,"20,476",Capital One Arena,Regular Season
"Fri, Jan 13, 2023",7:30p,Golden State Warriors,144,San Antonio Spurs,113,"68,323",Alamodome,Regular Season
"Fri, Jan 13, 2023",8:00p,Oklahoma City Thunder,124,Chicago Bulls,110,"21,342",United Center,Regular Season
"Fri, Jan 13, 2023",8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,"16,460",Target Center,Regular Season
"Fri, Jan 13, 2023",9:00p,Orlando Magic,108,Utah Jazz,112,"18,206",Vivint Arena,Regular Season
"Fri, Jan 13, 2023",10:00p,Denver Nuggets,115,Los Angeles Clippers,103,"16,005",Crypto.com Arena,Regular Season
"Fri, Jan 13, 2023",10:00p,Houston Rockets,114,Sacramento Kings,139,"17,894",Golden 1 Center,Regular Season
"Sat, Jan 14, 2023",1:00p,Milwaukee Bucks,95,Miami Heat,111,"19,620",Kaseya Center,Regular Season
"Sat, Jan 14, 2023",7:00p,Boston Celtics,122,Charlotte Hornets,106,"19,608",Spectrum Center,Regular Season
"Sat, Jan 14, 2023",7:00p,Memphis Grizzlies,130,Indiana Pacers,112,"17,274",Gainbridge Fieldhouse,Regular Season
"Sat, Jan 14, 2023",7:30p,Atlanta Hawks,114,Toronto Raptors,103,"19,800",Scotiabank Arena,Regular Season
"Sat, Jan 14, 2023",8:00p,Cleveland Cavaliers,102,Minnesota Timberwolves,110,"17,136",Target Center,Regular Season
"Sat, Jan 14, 2023",9:00p,Philadelphia 76ers,118,Utah Jazz,117,"18,206",Vivint Arena,Regular Season
"Sat, Jan 14, 2023",10:00p,Dallas Mavericks,119,Portland Trail Blazers,136,"19,393",Moda Center,Regular Season
"Sun, Jan 15, 2023",1:00p,New York Knicks,117,Detroit Pistons,104,"19,894",Little Caesars Arena,Regular Season
"Sun, Jan 15, 2023",3:00p,Houston Rockets,100,Los Angeles Clippers,121,"17,238",Crypto.com Arena,Regular Season
"Sun, Jan 15, 2023",3:30p,Golden State Warriors,118,Chicago Bulls,132,"20,139",United Center,Regular Season
"Sun, Jan 15, 2023",6:00p,Oklahoma City Thunder,112,Brooklyn Nets,102,"18,165",Barclays Center,Regular Season
"Sun, Jan 15, 2023",7:00p,Sacramento Kings,132,San Antonio Spurs,119,"12,339",AT&T Center,Regular Season
"Sun, Jan 15, 2023",8:00p,Orlando Magic,116,Denver Nuggets,119,"19,641",Ball Arena,Regular Season
"Sun, Jan 15, 2023",9:00p,Dallas Mavericks,123,Portland Trail Blazers,140,"19,393",Moda Center,Regular Season
"Sun, Jan 15, 2023",9:30p,Philadelphia 76ers,113,Los Angeles Lakers,112,"18,020",Crypto.com Arena,Regular Season
"Mon, Jan 16, 2023",1:00p,Boston Celtics,130,Charlotte Hornets,118,"19,227",Spectrum Center,Regular Season
"Mon, Jan 16, 2023",2:30p,Indiana Pacers,119,Milwaukee Bucks,132,"17,412",Fiserv Forum,Regular Season
"Mon, Jan 16, 2023",3:00p,New Orleans Pelicans,103,Cleveland Cavaliers,113,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Mon, Jan 16, 2023",3:00p,Toronto Raptors,123,New York Knicks,121,"19,812",Madison Square Garden (IV),Regular Season
"Mon, Jan 16, 2023",3:00p,Golden State Warriors,127,Washington Wizards,118,"20,476",Capital One Arena,Regular Season
"Mon, Jan 16, 2023",3:30p,Miami Heat,113,Atlanta Hawks,121,"18,007",State Farm Arena,Regular Season
"Mon, Jan 16, 2023",4:00p,Utah Jazz,126,Minnesota Timberwolves,125,"16,477",Target Center,Regular Season
"Mon, Jan 16, 2023",6:00p,Phoenix Suns,106,Memphis Grizzlies,136,"17,794",FedEx Forum,Regular Season
"Mon, Jan 16, 2023",10:30p,Houston Rockets,132,Los Angeles Lakers,140,"17,657",Crypto.com Arena,Regular Season
"Tue, Jan 17, 2023",7:30p,Toronto Raptors,122,Milwaukee Bucks,130,"17,341",Fiserv Forum,Regular Season
"Tue, Jan 17, 2023",8:00p,Brooklyn Nets,98,San Antonio Spurs,106,"13,532",AT&T Center,Regular Season
"Tue, Jan 17, 2023",9:00p,Portland Trail Blazers,113,Denver Nuggets,122,"18,258",Ball Arena,Regular Season
